party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,148,261,19,247,354.1,195.16584,-0.8539325842696629,negative
Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,85,143,20,251,237.85,155.402335,-0.8492647058823529,negative
İYİ Parti,democracy,Demokrasi,democratic_reform,90,211,17,162,273.65,144.400615,-0.8055555555555556,negative
Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,62,143,10,120,188.5,103.26451,-0.8396946564885496,negative
Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,60,92,12,163,153.25,99.411745,-0.8579545454545454,negative
İYİ Parti,tutelage,Vesayet,constitutional_conflict,63,92,8,132,141.0,88.132105,-0.8794326241134752,negative
Halkların Demokratik Partisi,reform,Reform,democratic_reform,49,127,11,90,162.35,86.90555,-0.7745098039215687,negative
Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,47,107,5,84,138.15,84.94708,-0.8777777777777778,negative
Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,40,104,3,70,129.55,78.433125,-0.9054054054054054,negative
Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,44,123,13,84,156.95,75.7991,-0.7244897959183674,negative
Türkiye İşçi Partisi,law_state,Hukuk Devleti,democratic_reform,14,117,18,56,142.9,57.300580000000004,-0.5066666666666667,negative
İYİ Parti,reform,Reform,democratic_reform,40,78,10,74,107.4,56.64848,-0.7529411764705882,negative
Büyük Birlik Partisi,security,Guvenlik,security_conflict,14,70,4,45,87.15,54.923339999999996,-0.82,negative
Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,39,70,4,62,93.1,52.97833,-0.8656716417910447,negative
Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,25,63,6,60,86.10000000000001,50.867025000000005,-0.8059701492537313,negative
Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,33,76,2,45,92.45,50.53733,-0.8958333333333334,negative
Bağımsız,security,Guvenlik,security_conflict,18,47,4,41,62.75,36.805765,-0.8043478260869565,negative
Bağımsız,law_state,Hukuk Devleti,democratic_reform,13,39,6,35,53.35,30.94883,-0.6904761904761905,negative
Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,22,41,0,27,50.45,29.58827,-0.9642857142857143,negative
İYİ Parti,european_union,Avrupa Birligi,democratic_reform,22,42,4,37,56.35,29.273870000000002,-0.7857142857142857,negative
Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,24,43,3,36,56.65,28.81428,-0.825,negative
Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,20,46,5,34,59.65,28.654065,-0.725,negative
Türkiye İşçi Partisi,economy,Ekonomi,macro_economy,9,29,1,29,39.5,28.43911,-0.9032258064516129,negative
Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,26,40,2,36,53.3,27.00454,-0.8717948717948718,negative
Türkiye İşçi Partisi,security,Guvenlik,security_conflict,15,33,1,31,44.2,26.211125000000003,-0.9090909090909091,negative
Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,21,40,3,34,52.95,26.00375,-0.8157894736842105,negative
Halkların Demokratik Partisi,european_union,Avrupa Birligi,democratic_reform,21,36,3,32,48.25,23.21092,-0.8055555555555556,negative
Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,11,32,1,19,39.0,22.446369999999998,-0.8571428571428571,negative
Bağımsız,interest,Faiz,macro_economy,8,27,0,15,32.25,21.670465,-0.9375,negative
Cumhuriyet Halk Partisi,imf,IMF,macro_economy,11,22,1,22,30.049999999999997,18.14401,-0.875,negative
Demokrat Parti,law_state,Hukuk Devleti,democratic_reform,7,17,0,20,24.0,17.983784999999997,-0.9523809523809523,negative
Demokrat Parti,economy,Ekonomi,macro_economy,5,14,0,22,21.7,17.15904,-0.9565217391304348,negative
Halkların Demokratik Partisi,sovereignty,Egemenlik,security_conflict,11,22,0,16,27.6,16.35358,-0.9411764705882353,negative
Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,14,20,1,18,26.650000000000002,14.32947,-0.85,negative
Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,14,17,0,21,24.35,14.19839,-0.9545454545454546,negative
Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,12,19,1,19,26.0,14.18794,-0.8571428571428571,negative
Demokrat Parti,security,Guvenlik,security_conflict,7,21,0,10,24.5,13.93367,-0.9090909090909091,negative
Bağımsız,economy,Ekonomi,macro_economy,5,13,0,13,17.55,13.048480000000001,-0.9285714285714286,negative
İYİ Parti,sovereignty,Egemenlik,security_conflict,12,14,1,21,21.7,12.439449999999999,-0.8695652173913043,negative
Halkların Demokratik Partisi,imf,IMF,macro_economy,8,16,1,14,21.25,11.33759,-0.8125,negative
İYİ Parti,imf,IMF,macro_economy,4,16,1,8,19.15,9.747499999999999,-0.7,negative
Saadet Partisi,economy,Ekonomi,macro_economy,4,14,6,17,22.05,9.32657,-0.4583333333333333,negative
Büyük Birlik Partisi,law_state,Hukuk Devleti,democratic_reform,7,14,1,10,17.85,8.835090000000001,-0.75,negative
Saadet Partisi,interest,Faiz,macro_economy,4,13,0,6,15.1,8.61688,-0.8571428571428571,negative
Bağımsız,constitution,Anayasa,constitutional_conflict,4,9,0,9,12.15,8.32858,-0.9,negative
Türkiye İşçi Partisi,tutelage,Vesayet,constitutional_conflict,3,6,0,10,9.5,7.39452,-0.9090909090909091,negative
Bağımsız,inflation,Enflasyon,macro_economy,4,10,2,11,14.55,7.211130000000001,-0.6428571428571429,negative
Türkiye İşçi Partisi,constitution,Anayasa,constitutional_conflict,3,7,0,8,9.8,6.98688,-0.8888888888888888,negative
Büyük Birlik Partisi,democracy,Demokrasi,democratic_reform,4,9,1,8,12.149999999999999,6.85849,-0.7,negative
Türkiye İşçi Partisi,democracy,Demokrasi,democratic_reform,2,7,1,6,9.45,6.432500000000001,-0.625,negative
Demokrat Parti,interest,Faiz,macro_economy,2,7,0,5,8.75,6.42089,-0.8333333333333334,negative
Büyük Birlik Partisi,inflation,Enflasyon,macro_economy,1,5,0,3,6.05,4.5375,-0.75,negative
Saadet Partisi,inflation,Enflasyon,macro_economy,1,6,0,2,6.7,4.46689,-0.6666666666666666,negative
Bağımsız,democracy,Demokrasi,democratic_reform,4,6,0,5,7.75,4.15839,-0.8333333333333334,negative
Demokrat Parti,democracy,Demokrasi,democratic_reform,3,5,0,5,6.75,4.10848,-0.8333333333333334,negative
Büyük Birlik Partisi,economy,Ekonomi,macro_economy,1,6,3,8,9.85,4.104495,-0.4166666666666667,negative
Saadet Partisi,law_state,Hukuk Devleti,democratic_reform,3,10,2,6,12.8,3.90839,-0.4444444444444444,negative
Saadet Partisi,security,Guvenlik,security_conflict,4,5,0,5,6.75,3.65839,-0.8333333333333334,negative
Büyük Birlik Partisi,tutelage,Vesayet,constitutional_conflict,2,3,0,5,4.75,3.3950000000000005,-0.8333333333333334,negative
Türkiye İşçi Partisi,reform,Reform,democratic_reform,3,3,0,3,4.050000000000001,2.0250000000000004,-0.75,negative
Bağımsız,european_union,Avrupa Birligi,democratic_reform,1,2,0,1,2.35,1.175,-0.5,negative
Demokrat Parti,inflation,Enflasyon,macro_economy,1,1,0,2,1.7,1.13339,-0.6666666666666666,negative
Demokrat Parti,tutelage,Vesayet,constitutional_conflict,1,1,0,2,1.7,1.13339,-0.6666666666666666,negative
Büyük Birlik Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,1,1.35,0.675,-0.5,negative
Demokrat Parti,reform,Reform,democratic_reform,1,1,0,1,1.35,0.675,-0.5,negative
Milliyetçi Hareket Partisi,imf,IMF,macro_economy,1,1,0,1,1.35,0.675,-0.5,negative
Saadet Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,1,1.35,0.675,-0.5,negative
Türkiye İşçi Partisi,european_union,Avrupa Birligi,democratic_reform,1,1,0,1,1.35,0.675,-0.5,negative
