donem,il,isim,parti,degisiklik
22,Kocaeli,Nevzat Doğan,Adalet ve Kalkınma Partisi,
22,Kocaeli,Mehmet Sefa Sirmen,Cumhuriyet Halk Partisi,
22,Kocaeli,İzzet Çetin,Cumhuriyet Halk Partisi,
22,Kocaeli,Salih Gün,Cumhuriyet Halk Partisi,
22,Konya,Hasan Angı,Adalet ve Kalkınma Partisi,
22,Konya,Ahmet Büyükakkaşlar,Adalet ve Kalkınma Partisi,
22,Konya,Muharrem Candan,Adalet ve Kalkınma Partisi,
22,Konya,Remzi Çetin,Adalet ve Kalkınma Partisi,
22,Konya,Abdullah Çetinkaya,Adalet ve Kalkınma Partisi,
22,Konya,Orhan Erdem,Adalet ve Kalkınma Partisi,
22,Konya,Sami Güçlü,Adalet ve Kalkınma Partisi,
22,Konya,Ahmet Işık,Adalet ve Kalkınma Partisi,
22,Konya,Mehmet Kılıç,Adalet ve Kalkınma Partisi,
22,Konya,Özkan Öksüz,Adalet ve Kalkınma Partisi,
22,Konya,Kerim Özkul,Adalet ve Kalkınma Partisi,
22,Konya,Harun Tüfekci,Adalet ve Kalkınma Partisi,
22,Konya,Mustafa Ünaldı,Adalet ve Kalkınma Partisi,
22,Konya,Halil Ürün,Adalet ve Kalkınma Partisi,
22,Konya,Atilla Kart,Cumhuriyet Halk Partisi,
22,Konya,Nezir Büyükcengiz,Cumhuriyet Halk Partisi,Ölüm
22,Kütahya,Soner Aksoy,Adalet ve Kalkınma Partisi,
22,Kütahya,Abdullah Erdem Cantimur,Adalet ve Kalkınma Partisi,
22,Kütahya,Alaettin Güven,Adalet ve Kalkınma Partisi,
22,Kütahya,Hasan Fehmi Kinay,Adalet ve Kalkınma Partisi,
22,Kütahya,Hüsnü Ordu,Adalet ve Kalkınma Partisi,
22,Kütahya,Halil İbrahim Yılmaz,Adalet ve Kalkınma Partisi,Ölüm
22,Malatya,Fuat Ölmeztoprak,Adalet ve Kalkınma Partisi,
22,Malatya,Ali Osman Başkurt,Adalet ve Kalkınma Partisi,
22,Malatya,Ahmet Münir Erkal,Adalet ve Kalkınma Partisi,
22,Malatya,Miraç Akdoğan,Adalet ve Kalkınma Partisi,Anavatan Partisi
22,Malatya,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,
22,Malatya,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,
22,Malatya,Muharrem Kılıç,Cumhuriyet Halk Partisi,
22,Manisa,Bülent Arınç,Adalet ve Kalkınma Partisi,
22,Manisa,Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,
22,Manisa,İsmail Bilen,Adalet ve Kalkınma Partisi,
22,Manisa,Mehmet Çerçi,Adalet ve Kalkınma Partisi,
22,Manisa,Hakan Taşcı,Adalet ve Kalkınma Partisi,
22,Manisa,Süleyman Turgut,Adalet ve Kalkınma Partisi,
22,Manisa,Mustafa Erdoğan Yetenç,Cumhuriyet Halk Partisi,
22,Manisa,Nuri Çilingir,Cumhuriyet Halk Partisi,
22,Manisa,Hasan Ören,Cumhuriyet Halk Partisi,
22,Manisa,Ufuk Özkan,Cumhuriyet Halk Partisi,
22,Mardin,Selahattin Cebeli,Adalet ve Kalkınma Partisi,
22,Mardin,Nihat Eri,Adalet ve Kalkınma Partisi,
22,Mardin,Mehmet Beşir Hamidi,Adalet ve Kalkınma Partisi,
22,Mardin,Mahmut Duyan,Cumhuriyet Halk Partisi,
22,Mardin,Muharrem Doğan,Cumhuriyet Halk Partisi,Anavatan Partisi
22,Mardin,Süleyman Bölünmez,Bağımsız,
22,Mersin,Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,
22,Mersin,Saffet Benli,Adalet ve Kalkınma Partisi,
22,Mersin,Ali Er,Adalet ve Kalkınma Partisi,
22,Mersin,Mustafa Eyiceoğlu,Adalet ve Kalkınma Partisi,
22,Mersin,Ömer İnan,Adalet ve Kalkınma Partisi,
22,Mersin,Mustafa Özyürek,Cumhuriyet Halk Partisi,
22,Mersin,Ersoy Bulut,Cumhuriyet Halk Partisi,Bağımsız
22,Mersin,Vahit Çekmez,Cumhuriyet Halk Partisi,
22,Mersin,Hüseyin Güler,Cumhuriyet Halk Partisi,Anavatan Partisi
22,Mersin,Ali Oksal,Cumhuriyet Halk Partisi,
22,Mersin,Hüseyin Özcan,Cumhuriyet Halk Partisi,Anavatan Partisi
22,Mersin,Şefik Zengin,Cumhuriyet Halk Partisi,
22,Muğla,Hasan Özyer,Adalet ve Kalkınma Partisi,Anavatan Partisi
22,Muğla,Orhan Seyfi Terzibaşıoğlu,Adalet ve Kalkınma Partisi,
22,Muğla,Ali Arslan,Cumhuriyet Halk Partisi,
22,Muğla,Gürol Ergin,Cumhuriyet Halk Partisi,
22,Muğla,Fahrettin Üstün,Cumhuriyet Halk Partisi,
22,Muğla,Ali Cumhur Yaka,Cumhuriyet Halk Partisi,
22,Muş,Seracettin Karayağız,Adalet ve Kalkınma Partisi,
22,Muş,Sabahattin Yıldız,Adalet ve Kalkınma Partisi,
22,Muş,Medeni Yılmaz,Adalet ve Kalkınma Partisi,
22,Muş,Mehmet Şerif Ertuğrul,Cumhuriyet Halk Partisi,
22,Nevşehir,Mehmet Elkatmış,Adalet ve Kalkınma Partisi,
22,Nevşehir,Rıtvan Köybaşı,Adalet ve Kalkınma Partisi,
22,Nevşehir,Osman Seyfi,Adalet ve Kalkınma Partisi,
22,Niğde,Mahmut Uğur Çetin,Adalet ve Kalkınma Partisi,
22,Niğde,Erdoğan Özegen,Adalet ve Kalkınma Partisi,
22,Niğde,Orhan Eraslan,Cumhuriyet Halk Partisi,
22,Ordu,Eyüp Fatsa,Adalet ve Kalkınma Partisi,
22,Ordu,Hilmi Güler,Adalet ve Kalkınma Partisi,
22,Ordu,Hamit Taşcı,Adalet ve Kalkınma Partisi,
22,Ordu,Cemal Uysal,Adalet ve Kalkınma Partisi,
22,Ordu,Enver Yılmaz,Adalet ve Kalkınma Partisi,
22,Ordu,İdris Sami Tandoğdu,Cumhuriyet Halk Partisi,
22,Ordu,Kazım Türkmen,Cumhuriyet Halk Partisi,
22,Osmaniye,Durdu Mehmet Kastal,Adalet ve Kalkınma Partisi,
22,Osmaniye,Mehmet Sarı,Adalet ve Kalkınma Partisi,
22,Osmaniye,Şükrü Ünal,Adalet ve Kalkınma Partisi,
22,Osmaniye,Necati Uzdil,Cumhuriyet Halk Partisi,
22,Rize,İlyas Çakır,Adalet ve Kalkınma Partisi,
22,Rize,Abdulkadir Kart,Adalet ve Kalkınma Partisi,
22,Rize,İmdat Sütlüoğlu,Adalet ve Kalkınma Partisi,
22,Sakarya,Erol Aslan Cebeci,Adalet ve Kalkınma Partisi,
22,Sakarya,Hasan Ali Çelik,Adalet ve Kalkınma Partisi,
22,Sakarya,Şaban Dişli,Adalet ve Kalkınma Partisi,
22,Sakarya,Süleyman Gündüz,Adalet ve Kalkınma Partisi,
22,Sakarya,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,
22,Sakarya,Recep Yıldırım,Adalet ve Kalkınma Partisi,
22,Samsun,Mustafa Demir,Adalet ve Kalkınma Partisi,
22,Samsun,Suat Kılıç,Adalet ve Kalkınma Partisi,
22,Samsun,Mustafa Çakır,Adalet ve Kalkınma Partisi,
22,Samsun,Cemal Yılmaz Demir,Adalet ve Kalkınma Partisi,
22,Samsun,Musa Uzunkaya,Adalet ve Kalkınma Partisi,
22,Samsun,Ahmet Yeni,Adalet ve Kalkınma Partisi,
22,Samsun,Mehmet Kurt,Adalet ve Kalkınma Partisi,
22,Samsun,Haluk Koç,Cumhuriyet Halk Partisi,
22,Samsun,İlyas Sezai Önder,Cumhuriyet Halk Partisi,Ölüm
22,Siirt,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,
22,Siirt,Öner Ergenç,Adalet ve Kalkınma Partisi,
22,Siirt,Öner Gülyeşil,Adalet ve Kalkınma Partisi,
22,Sinop,Cahit Can,Adalet ve Kalkınma Partisi,
22,Sinop,Mustafa Öztürk,Adalet ve Kalkınma Partisi,
22,Sinop,Engin Altay,Cumhuriyet Halk Partisi,
22,Sivas,Abdüllatif Şener,Adalet ve Kalkınma Partisi,
22,Sivas,Selami Uzun,Adalet ve Kalkınma Partisi,
22,Sivas,Osman Kılıç,Adalet ve Kalkınma Partisi,
22,Sivas,Ömer Kulaksız,Adalet ve Kalkınma Partisi,
22,Sivas,Orhan Taş,Adalet ve Kalkınma Partisi,
22,Sivas,Nurettin Sözen,Cumhuriyet Halk Partisi,
22,Şanlıurfa,Yahya Akman,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Mehmet Faruk Bayrak,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Zülfükar İzol,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Mahmut Kaplan,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Mehmet Atilla Maraş,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Mehmet Özlek,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Müfit Yetkin,Adalet ve Kalkınma Partisi,
22,Şanlıurfa,Mehmet Vedat Melik,Cumhuriyet Halk Partisi,
22,Şanlıurfa,Mahmut Yıldız,Cumhuriyet Halk Partisi,
22,Şanlıurfa,Turan Tüysüz,Cumhuriyet Halk Partisi,Anavatan Partisi
22,Şanlıurfa,Sabahattin Cevheri,Bağımsız,Adalet ve Kalkınma Partisi
22,Şırnak,İbrahim Hakkı Birlik,Adalet ve Kalkınma Partisi,
22,Şırnak,Abdullah Veli Seyda,Adalet ve Kalkınma Partisi,
22,Şırnak,Mehmet Tatar,Bağımsız,Doğru Yol Partisi
22,Tekirdağ,Tevfik Ziyaeddin Akbulut,Adalet ve Kalkınma Partisi,
22,Tekirdağ,Ahmet Kambur,Adalet ve Kalkınma Partisi,
22,Tekirdağ,Erdoğan Kaplan,Cumhuriyet Halk Partisi,
22,Tekirdağ,Mehmet Nuri Saygun,Cumhuriyet Halk Partisi,
22,Tekirdağ,Enis Tütüncü,Cumhuriyet Halk Partisi,
22,Tokat,Zeyid Aslan,Adalet ve Kalkınma Partisi,
22,Tokat,Şükrü Ayalan,Adalet ve Kalkınma Partisi,
22,Tokat,İbrahim Çakmak,Adalet ve Kalkınma Partisi,
22,Tokat,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,
22,Tokat,Resul Tosun,Adalet ve Kalkınma Partisi,
22,Tokat,Orhan Ziya Diren,Cumhuriyet Halk Partisi,
22,Tokat,Feramüz Şahin,Cumhuriyet Halk Partisi,
22,Trabzon,Faruk Nafız Özak,Adalet ve Kalkınma Partisi,
22,Trabzon,Asım Aykan,Adalet ve Kalkınma Partisi,
22,Trabzon,Mustafa Cumur,Adalet ve Kalkınma Partisi,
22,Trabzon,Ali Aydın Dumanoğlu,Adalet ve Kalkınma Partisi,
22,Trabzon,Cevdet Erdöl,Adalet ve Kalkınma Partisi,
22,Trabzon,Kemalettin Göktaş,Adalet ve Kalkınma Partisi,
22,Trabzon,Akif Hamzaçebi,Cumhuriyet Halk Partisi,
22,Trabzon,Şevket Arz,Cumhuriyet Halk Partisi,
22,Tunceli,Hasan Güyüldar,Cumhuriyet Halk Partisi,
22,Tunceli,Vahdet Sinan Yerlikaya,Cumhuriyet Halk Partisi,
22,Uşak,Alim Tunç,Adalet ve Kalkınma Partisi,
22,Uşak,Ahmet Çağlayan,Adalet ve Kalkınma Partisi,
22,Uşak,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,
22,Van,Hüseyin Çelik,Adalet ve Kalkınma Partisi,
22,Van,Maliki Ejder Arvas,Adalet ve Kalkınma Partisi,
22,Van,Haci Biner,Adalet ve Kalkınma Partisi,
22,Van,Yekta Haydaroğlu,Adalet ve Kalkınma Partisi,
22,Van,Cüneyit Karabıyık,Adalet ve Kalkınma Partisi,
22,Van,Halil Kaya,Adalet ve Kalkınma Partisi,
22,Van,Mehmet Kartal,Cumhuriyet Halk Partisi,Bağımsız
22,Yalova,Şükrü Önder,Adalet ve Kalkınma Partisi,
22,Yalova,Muharrem İnce,Cumhuriyet Halk Partisi,
22,Yozgat,Bekir Bozdağ,Adalet ve Kalkınma Partisi,
22,Yozgat,İlyas Arslan,Adalet ve Kalkınma Partisi,Ölüm
22,Yozgat,Mehmet Çiçek,Adalet ve Kalkınma Partisi,
22,Yozgat,Mehmet Erdemir,Adalet ve Kalkınma Partisi,Anavatan Partisi
22,Yozgat,Mehmet Yaşar Öztürk,Adalet ve Kalkınma Partisi,
22,Yozgat,Emin Koç,Cumhuriyet Halk Partisi,
22,Zonguldak,Köksal Toptan,Adalet ve Kalkınma Partisi,
22,Zonguldak,Polat Türkmen,Adalet ve Kalkınma Partisi,
22,Zonguldak,Fazlı Erdoğan,Adalet ve Kalkınma Partisi,
22,Zonguldak,Harun Akın,Cumhuriyet Halk Partisi,
22,Zonguldak,Nadir Saraç,Cumhuriyet Halk Partisi,
22,Cumhuriyet Senatosu,Seçilmiş senatörler · Kontenjan senatörleri · Tabii senatörler,Cumhuriyet Halk Partisi,
22,İller,Mevcut,Cumhuriyet Halk Partisi,Adana · Adıyaman · Afyonkarahisar · Ağrı · Aksaray · Amasya · Ankara · Antalya · Ardahan · Artvin · Aydın · Balıkesir · Bartın · Batman · Bayburt · Bilecik · Bingöl · Bitlis · Bolu · Burdur · Bursa · Çanakkale · Çankırı · Çorum · Denizli · Diyarbakır · Düzce · Edirne · Elâzığ · Erzincan · Erzurum · Eskişehir · Gaziantep · Giresun · Gümüşhane · Hakkâri · Hatay · Iğdır · Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak
22,İller,Eski,Batum · Biga · Doğubayazıt · Ergani · Çatalca · Gelibolu · Genç · Kozan · Oltu · Silifke · Siverek · Şebinkarahisar,
23,Adana,Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,
23,Adana,Ömer Çelik,Adalet ve Kalkınma Partisi,
23,Adana,Necdet Ünüvar,Adalet ve Kalkınma Partisi,
23,Adana,Fatoş Gürkan,Adalet ve Kalkınma Partisi,
23,Adana,Vahit Kirişci,Adalet ve Kalkınma Partisi,
23,Adana,Ali Küçükaydın,Adalet ve Kalkınma Partisi,
23,Adana,Nevin Gaye Erbatur,Cumhuriyet Halk Partisi,
23,Adana,Hulusi Güvel,Cumhuriyet Halk Partisi,
23,Adana,Tacidar Seyhan,Cumhuriyet Halk Partisi,
23,Adana,Mustafa Vural,Cumhuriyet Halk Partisi,Demokratik Sol Parti
23,Adana,Yılmaz Tankut,Milliyetçi Hareket Partisi,
23,Adana,Kürşat Atılgan,Milliyetçi Hareket Partisi,
23,Adana,Muharrem Varlı,Milliyetçi Hareket Partisi,
23,Adana,Recai Yıldırım,Milliyetçi Hareket Partisi,
23,Adıyaman,Ahmet Aydın,Adalet ve Kalkınma Partisi,
23,Adıyaman,Mehmet Erdoğan,Adalet ve Kalkınma Partisi,
23,Adıyaman,Şevket Gürsoy,Adalet ve Kalkınma Partisi,
23,Adıyaman,Fehmi Hüsrev Kutlu,Adalet ve Kalkınma Partisi,
23,Adıyaman,Şevket Köse,Cumhuriyet Halk Partisi,
23,Afyonkarahisar,Sait Açba,Adalet ve Kalkınma Partisi,
23,Afyonkarahisar,Zekeriya Aslan,Adalet ve Kalkınma Partisi,
23,Afyonkarahisar,Halil Aydoğan,Adalet ve Kalkınma Partisi,
23,Afyonkarahisar,Veysel Eroğlu,Adalet ve Kalkınma Partisi,
23,Afyonkarahisar,Ahmet Koca,Adalet ve Kalkınma Partisi,
23,Afyonkarahisar,Halil Ünlütepe,Cumhuriyet Halk Partisi,
23,Afyonkarahisar,Abdülkadir Akcan,Milliyetçi Hareket Partisi,
23,Ağrı,Mehmet Hanifi Alır,Adalet ve Kalkınma Partisi,
23,Ağrı,Abdülkerim Aydemir,Adalet ve Kalkınma Partisi,
23,Ağrı,Yaşar Eryılmaz,Adalet ve Kalkınma Partisi,
23,Ağrı,Cemal Kaya,Adalet ve Kalkınma Partisi,
23,Ağrı,Fatma Salman,Adalet ve Kalkınma Partisi,
23,Aksaray,Ruhi Açıkgöz,Adalet ve Kalkınma Partisi,
23,Aksaray,Ali Rıza Alaboyun,Adalet ve Kalkınma Partisi,
23,Aksaray,İlknur İnceöz,Adalet ve Kalkınma Partisi,
23,Aksaray,Osman Ertuğrul,Milliyetçi Hareket Partisi,
23,Amasya,Akif Gülle,Adalet ve Kalkınma Partisi,
23,Amasya,Avni Erdemir,Adalet ve Kalkınma Partisi,
23,Amasya,Hüseyin Ünsal,Cumhuriyet Halk Partisi,
23,Ankara (I),Cemil Çiçek,Adalet ve Kalkınma Partisi,
23,Ankara (I),Ali Babacan,Adalet ve Kalkınma Partisi,
23,Ankara (I),Zeynep Dağı,Adalet ve Kalkınma Partisi,
23,Ankara (I),Mehmet Zekai Özcan,Adalet ve Kalkınma Partisi,Bağımsız
23,Ankara (I),Bülent Gedikli,Adalet ve Kalkınma Partisi,
23,Ankara (I),Burhan Kayatürk,Adalet ve Kalkınma Partisi,
23,Ankara (I),Faruk Koca,Adalet ve Kalkınma Partisi,
23,Ankara (I),Haluk Özdalga,Adalet ve Kalkınma Partisi,
23,Ankara (I),Önder Sav,Cumhuriyet Halk Partisi,
23,Ankara (I),Hakkı Suha Okay,Cumhuriyet Halk Partisi,
23,Ankara (I),Emrehan Halıcı,Cumhuriyet Halk Partisi,
23,Ankara (I),Nesrin Baytok,Cumhuriyet Halk Partisi,
23,Ankara (I),Eşref Erdem,Cumhuriyet Halk Partisi,
23,Ankara (I),Tuğrul Türkeş,Milliyetçi Hareket Partisi,
23,Ankara (I),Bekir Aksoy,Milliyetçi Hareket Partisi,
23,Ankara (II),Beşir Atalay,Adalet ve Kalkınma Partisi,
23,Ankara (II),Salih Kapusuz,Adalet ve Kalkınma Partisi,
23,Ankara (II),Haluk İpek,Adalet ve Kalkınma Partisi,
23,Ankara (II),Mustafa Sait Yazıcıoğlu,Adalet ve Kalkınma Partisi,
23,Ankara (II),Zafer Çağlayan,Adalet ve Kalkınma Partisi,
23,Ankara (II),Aşkın Asan,Adalet ve Kalkınma Partisi,
23,Ankara (II),Reha Denemeç,Adalet ve Kalkınma Partisi,
23,Ankara (II),Ahmet İyimaya,Adalet ve Kalkınma Partisi,
23,Ankara (II),Yılmaz Ateş,Cumhuriyet Halk Partisi,
23,Ankara (II),Mücahit Pehlivan,Cumhuriyet Halk Partisi,Bağımsız
23,Ankara (II),Tekin Bingöl,Cumhuriyet Halk Partisi,
23,Ankara (II),Zekeriya Akıncı,Cumhuriyet Halk Partisi,
23,Ankara (II),Cihan Paçacı,Milliyetçi Hareket Partisi,
23,Ankara (II),Deniz Bölükbaşı,Milliyetçi Hareket Partisi,
23,Antalya,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,
23,Antalya,Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,
23,Antalya,Abdurrahman Arıcı,Adalet ve Kalkınma Partisi,
23,Antalya,Sadık Badak,Adalet ve Kalkınma Partisi,
23,Antalya,Yusuf Ziya İrbeç,Adalet ve Kalkınma Partisi,
23,Antalya,Deniz Baykal,Cumhuriyet Halk Partisi,
23,Antalya,Osman Kaptan,Cumhuriyet Halk Partisi,
23,Antalya,Hüsnü Çöllü,Cumhuriyet Halk Partisi,
23,Antalya,Atila Emek,Cumhuriyet Halk Partisi,
23,Antalya,Tayfur Süner,Cumhuriyet Halk Partisi,
23,Antalya,Tunca Toskay,Milliyetçi Hareket Partisi,
23,Antalya,Mehmet Günal,Milliyetçi Hareket Partisi,
23,Antalya,Hüseyin Yıldız,Milliyetçi Hareket Partisi,
23,Ardahan,Saffet Kaya,Adalet ve Kalkınma Partisi,
23,Ardahan,Ensar Öğüt,Cumhuriyet Halk Partisi,
23,Artvin,Ertekin Çolak,Adalet ve Kalkınma Partisi,
23,Artvin,Metin Arifağaoğlu,Cumhuriyet Halk Partisi,
23,Aydın,Atilla Koç,Adalet ve Kalkınma Partisi,
23,Aydın,Mehmet Erdem,Adalet ve Kalkınma Partisi,
23,Aydın,Ahmet Ertürk,Adalet ve Kalkınma Partisi,
23,Aydın,Özlem Çerçioğlu,Cumhuriyet Halk Partisi,
23,Aydın,Fatih Atay,Cumhuriyet Halk Partisi,
23,Aydın,Ertuğrul Kumcuoğlu,Milliyetçi Hareket Partisi,
23,Aydın,Recep Taner,Milliyetçi Hareket Partisi,
23,Aydın,Ali Uzunırmak,Milliyetçi Hareket Partisi,
23,Balıkesir,Ahmet Edip Uğur,Adalet ve Kalkınma Partisi,
23,Balıkesir,İsmail Özgün,Adalet ve Kalkınma Partisi,
23,Balıkesir,Mehmet Cemal Öztaylan,Adalet ve Kalkınma Partisi,
23,Balıkesir,Ali Osman Sali,Adalet ve Kalkınma Partisi,
23,Balıkesir,Ayşe Akbaş,Adalet ve Kalkınma Partisi,
23,Balıkesir,Hüseyin Pazarcı,Cumhuriyet Halk Partisi,
23,Balıkesir,Ergün Aydoğan,Cumhuriyet Halk Partisi,
23,Balıkesir,Ahmet Duran Bulut,Milliyetçi Hareket Partisi,
23,Bartın,Yılmaz Tunç,Adalet ve Kalkınma Partisi,
23,Bartın,Muhammed Rıza Yalçınkaya,Cumhuriyet Halk Partisi,
23,Batman,Ahmet İnal,Adalet ve Kalkınma Partisi,
23,Batman,Mehmet Emin Ekmen,Adalet ve Kalkınma Partisi,
23,Batman,Ayla Akat Ata,Bağımsız,Barış ve Demokrasi Partisi
23,Batman,Bengi Yıldız,Bağımsız,
23,Bayburt,Fetani Battal,Adalet ve Kalkınma Partisi,
23,Bayburt,Ülkü Güney,Adalet ve Kalkınma Partisi,
23,Bilecik,Fahrettin Poyraz,Adalet ve Kalkınma Partisi,
23,Bilecik,Yaşar Tüzün,Cumhuriyet Halk Partisi,
23,Bingöl,Kazım Ataoğlu,Adalet ve Kalkınma Partisi,
23,Bingöl,Yusuf Coşkun,Adalet ve Kalkınma Partisi,
23,Bingöl,Cevdet Yılmaz,Adalet ve Kalkınma Partisi,
23,Bitlis,Zeki Ergezen,Adalet ve Kalkınma Partisi,
23,Bitlis,Vahit Kiler,Adalet ve Kalkınma Partisi,
23,Bitlis,Cemal Taşar,Adalet ve Kalkınma Partisi,
23,Bitlis,Mehmet Nezir Karabaş,Bağımsız,Barış ve Demokrasi Partisi
23,Bolu,Yüksel Coşkunyürek,Bağımsız,Adalet ve Kalkınma Partisi
23,Bolu,Fatih Metin,Bağımsız,
23,Bolu,Metin Yılmaz,Bağımsız,
23,Burdur,Mehmet Alp,Bağımsız,Adalet ve Kalkınma Partisi
23,Burdur,Bayram Özçelik,Bağımsız,
23,Burdur,Ramazan Kerim Özkan,Bağımsız,Cumhuriyet Halk Partisi
23,Bursa,Faruk Çelik,Bağımsız,Adalet ve Kalkınma Partisi
23,Bursa,Hayrettin Çakmak,Bağımsız,
23,Bursa,Canan Candemir Çelik,Bağımsız,
23,Bursa,Mehmet Altan Karapaşaoğlu,Bağımsız,
23,Bursa,Sedat Kızılcıklı,Bağımsız,
23,Bursa,Mehmet Tunçak,Bağımsız,
23,Bursa,Mehmet Emin Tutan,Bağımsız,
23,Bursa,Ali Koyuncu,Bağımsız,
23,Bursa,Ali Kul,Bağımsız,
23,Bursa,Mehmet Ocaktan,Bağımsız,
23,Bursa,Onur Öymen,Bağımsız,Cumhuriyet Halk Partisi
23,Bursa,Kemal Demirel,Bağımsız,
23,Bursa,Abdullah Özer,Bağımsız,
23,Bursa,İsmet Büyükataman,Bağımsız,Milliyetçi Hareket Partisi
23,Bursa,Hamit Homriş,Bağımsız,
23,Bursa,Necati Özensoy,Bağımsız,
23,Çanakkale,Mehmet Daniş,Bağımsız,Adalet ve Kalkınma Partisi
23,Çanakkale,Müjdat Kuşku,Bağımsız,
23,Çanakkale,Ahmet Küçük,Bağımsız,Cumhuriyet Halk Partisi
23,Çanakkale,Mustafa Kemal Cengiz,Bağımsız,Milliyetçi Hareket Partisi
23,Çankırı,Nurettin Akman,Bağımsız,Adalet ve Kalkınma Partisi
23,Çankırı,Suat Kınıklıoğlu,Bağımsız,
23,Çankırı,Ahmet Bukan,Bağımsız,Milliyetçi Hareket Partisi
23,Çorum,Ahmet Aydoğmuş,Adalet ve Kalkınma Partisi,
23,Çorum,Cahit Bağcı,Adalet ve Kalkınma Partisi,
23,Çorum,Agah Kafkas,Adalet ve Kalkınma Partisi,
23,Çorum,Murat Yıldırım,Adalet ve Kalkınma Partisi,
23,Çorum,Derviş Günday,Cumhuriyet Halk Partisi,
23,Denizli,Mithat Ekici,Adalet ve Kalkınma Partisi,
23,Denizli,Mehmet Salih Erdoğan,Adalet ve Kalkınma Partisi,
23,Denizli,Selma Aliye Kavaf,Adalet ve Kalkınma Partisi,
23,Denizli,Mehmet Yüksel,Adalet ve Kalkınma Partisi,
23,Denizli,Hasan Erçelebi,Cumhuriyet Halk Partisi,Demokratik Sol Parti
23,Denizli,Ali Rıza Ertemür,Cumhuriyet Halk Partisi,
23,Denizli,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,
23,Diyarbakır,Mehmet İhsan Arslan,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Kutbettin Arzu,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Osman Aslan,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Mehdi Eker,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Abdurrahman Kurt,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Ali İhsan Merdanoğlu,Adalet ve Kalkınma Partisi,
23,Diyarbakır,Gültan Kışanak,Bağımsız,Barış ve Demokrasi Partisi
23,Diyarbakır,Selahattin Demirtaş,Bağımsız,
23,Diyarbakır,Aysel Tuğluk,Bağımsız,Milletvekilliği düşürüldü
23,Diyarbakır,Akın Birdal,Bağımsız,Barış ve Demokrasi Partisi
23,Düzce,Yaşar Yakış,Adalet ve Kalkınma Partisi,
23,Düzce,Metin Kaşıkoğlu,Adalet ve Kalkınma Partisi,
23,Düzce,Celal Erbay,Adalet ve Kalkınma Partisi,
23,Edirne,Necdet Budak,Adalet ve Kalkınma Partisi,
23,Edirne,Rasim Çakır,Cumhuriyet Halk Partisi,
23,Edirne,Bilgin Paçarız,Cumhuriyet Halk Partisi,
23,Edirne,Cemaleddin Uslu,Milliyetçi Hareket Partisi,
23,Elazığ,Mehmet Necati Çetinkaya,Adalet ve Kalkınma Partisi,
23,Elazığ,Feyzi İşbaşaran,Adalet ve Kalkınma Partisi,Bağımsız
23,Elazığ,Tahir Öztürk,Adalet ve Kalkınma Partisi,
23,Elazığ,Faruk Septioğlu,Adalet ve Kalkınma Partisi,
23,Elazığ,Hamza Yanılmaz,Adalet ve Kalkınma Partisi,
23,Erzincan,Binali Yıldırım,Adalet ve Kalkınma Partisi,
23,Erzincan,Sebahattin Karakelle,Adalet ve Kalkınma Partisi,
23,Erzincan,Erol Tınastepe,Cumhuriyet Halk Partisi,
23,Erzurum,Recep Akdağ,Adalet ve Kalkınma Partisi,
23,Erzurum,Muhyettin Aksak,Adalet ve Kalkınma Partisi,
23,Erzurum,Saadettin Aydın,Adalet ve Kalkınma Partisi,
23,Erzurum,Fazilet Dağcı Çığlık,Adalet ve Kalkınma Partisi,
23,Erzurum,Muzaffer Gülyurt,Adalet ve Kalkınma Partisi,
