donem,il,isim,parti,degisiklik
28,Antalya,Hakkı Saruhan Oruç,Halkların Eşitlik ve Demokrasi Partisi,
28,Ardahan,Kaan Koç,Adalet ve Kalkınma Partisi,
28,Ardahan,Özgür Erdem İncesu,Cumhuriyet Halk Partisi,
28,Artvin,Faruk Çelik,Adalet ve Kalkınma Partisi,
28,Artvin,Uğur Bayraktutan,Cumhuriyet Halk Partisi,
28,Aydın,Bülent Tezcan,Cumhuriyet Halk Partisi,
28,Aydın,Hüseyin Yıldız,Cumhuriyet Halk Partisi,
28,Aydın,Süleyman Bülbül,Cumhuriyet Halk Partisi,
28,Aydın,Evrim Karakoz,Cumhuriyet Halk Partisi,
28,Aydın,Mustafa Savaş,Adalet ve Kalkınma Partisi,
28,Aydın,Seda Sarıbaş,Adalet ve Kalkınma Partisi,
28,Aydın,Ömer Özmen,Adalet ve Kalkınma Partisi,
28,Aydın,Ömer Karakaş,İYİ Parti,
28,Balıkesir,İsmail Ok,Adalet ve Kalkınma Partisi,
28,Balıkesir,Belgin Uygur,Adalet ve Kalkınma Partisi,
28,Balıkesir,Mustafa Canbey,Adalet ve Kalkınma Partisi,
28,Balıkesir,Ali Taylan Öztaylan,Adalet ve Kalkınma Partisi,
28,Balıkesir,Ensar Aytekin,Cumhuriyet Halk Partisi,
28,Balıkesir,Serkan Sarı,Cumhuriyet Halk Partisi,
28,Balıkesir,Burak Dalgın,Cumhuriyet Halk Partisi,İYİ Parti
28,Balıkesir,Ekrem Gökay Yüksel,Milliyetçi Hareket Partisi,
28,Balıkesir,Turhan Çömez,İYİ Parti,
28,Bartın,Yusuf Ziya Aldatmaz,Adalet ve Kalkınma Partisi,
28,Bartın,Aysu Bankoğlu,Cumhuriyet Halk Partisi,
28,Batman,Keskin Bayındır,Halkların Eşitlik ve Demokrasi Partisi,Demokratik Bölgeler Partisi
28,Batman,Zeynep Oduncu,Halkların Eşitlik ve Demokrasi Partisi,
28,Batman,Mehmet Rüştü Tiryaki,Halkların Eşitlik ve Demokrasi Partisi,
28,Batman,Ferhat Nasıroğlu,Adalet ve Kalkınma Partisi,
28,Batman,Serkan Ramanlı,Adalet ve Kalkınma Partisi,Hür Dava Partisi
28,Bayburt,Orhan Ateş,Adalet ve Kalkınma Partisi,
28,Bilecik,Halil Eldemir,Adalet ve Kalkınma Partisi,
28,Bilecik,Yaşar Tüzün,Cumhuriyet Halk Partisi,
28,Bingöl,Feyzi Berdibek,Adalet ve Kalkınma Partisi,
28,Bingöl,Zeki Korkutata,Adalet ve Kalkınma Partisi,
28,Bingöl,Ömer Faruk Hülakü,Halkların Eşitlik ve Demokrasi Partisi,
28,Bitlis,Hüseyin Olan,Halkların Eşitlik ve Demokrasi Partisi,
28,Bitlis,Semra Çağlar Gökalp,Halkların Eşitlik ve Demokrasi Partisi,
28,Bitlis,Turan Bedirhanoğlu,Adalet ve Kalkınma Partisi,
28,Bolu,Yüksel Coşkunyürek,Adalet ve Kalkınma Partisi,
28,Bolu,Türker Ateş,Cumhuriyet Halk Partisi,
28,Bolu,İsmail Akgül,Milliyetçi Hareket Partisi,Bağımsız
28,Burdur,Adem Korkmaz,Adalet ve Kalkınma Partisi,
28,Burdur,Mustafa Oğuz,Adalet ve Kalkınma Partisi,
28,Burdur,İzzet Akbulut,Cumhuriyet Halk Partisi,
28,Bursa (I),Efkan Ala,Adalet ve Kalkınma Partisi,
28,Bursa (I),Refik Özen,Adalet ve Kalkınma Partisi,
28,Bursa (I),Ahmet Kılıç,Adalet ve Kalkınma Partisi,
28,Bursa (I),Emine Yavuz Gözgeç,Adalet ve Kalkınma Partisi,
28,Bursa (I),Mustafa Yavuz,Adalet ve Kalkınma Partisi,
28,Bursa (I),Kayıhan Pala,Cumhuriyet Halk Partisi,
28,Bursa (I),Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,
28,Bursa (I),Mehmet Atmaca,Cumhuriyet Halk Partisi,Yeni Yol
28,Bursa (I),İsmet Büyükataman,Milliyetçi Hareket Partisi,
28,Bursa (I),Yüksel Selçuk Türkoğlu,İYİ Parti,
28,Bursa (II),Mustafa Varank,Adalet ve Kalkınma Partisi,
28,Bursa (II),Ayhan Salman,Adalet ve Kalkınma Partisi,
28,Bursa (II),Osman Mesten,Adalet ve Kalkınma Partisi,
28,Bursa (II),Emel Gözükara Durmaz,Adalet ve Kalkınma Partisi,
28,Bursa (II),Muhammet Müfit Aydın,Adalet ve Kalkınma Partisi,
28,Bursa (II),Hasan Öztürk,Cumhuriyet Halk Partisi,
28,Bursa (II),Cemalettin Kani Torun,Cumhuriyet Halk Partisi,Yeni Yol
28,Bursa (II),Orhan Sarıbal,Cumhuriyet Halk Partisi,
28,Bursa (II),Fevzi Zırhlıoğlu,Milliyetçi Hareket Partisi,
28,Bursa (II),Hasan Toktaş,İYİ Parti,
28,Çanakkale,İsmet Güneşhan,Cumhuriyet Halk Partisi,
28,Çanakkale,Özgür Ceylan,Cumhuriyet Halk Partisi,
28,Çanakkale,Ayhan Gider,Adalet ve Kalkınma Partisi,
28,Çanakkale,Rıdvan Uz,İYİ Parti,
28,Çankırı,Muhammet Emin Akbaşoğlu,Adalet ve Kalkınma Partisi,
28,Çankırı,Pelin Yılık,Milliyetçi Hareket Partisi,
28,Çorum,Yusuf Ahlatçı,Adalet ve Kalkınma Partisi,
28,Çorum,Oğuzhan Kaya,Adalet ve Kalkınma Partisi,
28,Çorum,Mehmet Tahtasız,Cumhuriyet Halk Partisi,
28,Çorum,Vahit Kayrıcı,Milliyetçi Hareket Partisi,
28,Denizli,Cahit Özkan,Adalet ve Kalkınma Partisi,
28,Denizli,Şahin Tin,Adalet ve Kalkınma Partisi,
28,Denizli,Nilgün Ök,Adalet ve Kalkınma Partisi,
28,Denizli,Gülizar Biçer Karaca,Cumhuriyet Halk Partisi,
28,Denizli,Şeref Arpacı,Cumhuriyet Halk Partisi,
28,Denizli,Sema Silkin Ün,Cumhuriyet Halk Partisi,Yeni Yol
28,Denizli,Yasin Öztürk,İYİ Parti,
28,Diyarbakır,Berdan Öztürk,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Halide Türkoğlu,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Osman Cengiz Çandar,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Adalet Kaya,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Serhat Eren,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Sevilay Çelenk Özen,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Mehmet Kamaç,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Ceylan Akça Cupolo,Halkların Eşitlik ve Demokrasi Partisi,
28,Diyarbakır,Mehmet Galip Ensarioğlu,Adalet ve Kalkınma Partisi,
28,Diyarbakır,Mehmet Sait Yaz,Adalet ve Kalkınma Partisi,
28,Diyarbakır,Suna Kepolu Ataman,Adalet ve Kalkınma Partisi,
28,Diyarbakır,Mustafa Sezgin Tanrıkulu,Cumhuriyet Halk Partisi,
28,Düzce,Ayşe Keşir,Adalet ve Kalkınma Partisi,
28,Düzce,Ercan Öztürk,Adalet ve Kalkınma Partisi,
28,Düzce,Talih Özcan,Cumhuriyet Halk Partisi,
28,Edirne,Ediz Ün,Cumhuriyet Halk Partisi,Bağımsız
28,Edirne,Ahmet Baran Yazgan,Cumhuriyet Halk Partisi,
28,Edirne,Fatma Aksal,Adalet ve Kalkınma Partisi,
28,Edirne,Mehmet Akalın,İYİ Parti,
28,Elazığ,Erol Keleş,Adalet ve Kalkınma Partisi,
28,Elazığ,Ejder Açıkkapı,Adalet ve Kalkınma Partisi,
28,Elazığ,Mahmut Rıdvan Nazırlı,Adalet ve Kalkınma Partisi,
28,Elazığ,Gürsel Erol,Cumhuriyet Halk Partisi,
28,Elazığ,Semih Işıkver,Milliyetçi Hareket Partisi,
28,Erzincan,Süleyman Karaman,Adalet ve Kalkınma Partisi,
28,Erzincan,Mustafa Sarıgül,Cumhuriyet Halk Partisi,
28,Erzurum,Selami Altınok,Adalet ve Kalkınma Partisi,
28,Erzurum,Fatma Öncü,Adalet ve Kalkınma Partisi,
28,Erzurum,Mehmet Emin Öz,Adalet ve Kalkınma Partisi,
28,Erzurum,Abdurrahim Fırat,Adalet ve Kalkınma Partisi,
28,Erzurum,Kamil Aydın,Milliyetçi Hareket Partisi,
28,Erzurum,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,
28,Eskişehir,Utku Çakırözer,Cumhuriyet Halk Partisi,
28,Eskişehir,Jale Nur Süllü,Cumhuriyet Halk Partisi,
28,Eskişehir,İbrahim Arslan,Cumhuriyet Halk Partisi,
28,Eskişehir,Fatih Dönmez,Adalet ve Kalkınma Partisi,
28,Eskişehir,Ayşen Gürcan,Adalet ve Kalkınma Partisi,
28,Eskişehir,İdris Nebi Hatipoğlu,İYİ Parti,Adalet ve Kalkınma Partisi
28,Gaziantep,Abdulhamit Gül,Adalet ve Kalkınma Partisi,
28,Gaziantep,Mehmet Eyup Özkeçeci,Adalet ve Kalkınma Partisi,
28,Gaziantep,Ali Şahin,Adalet ve Kalkınma Partisi,
28,Gaziantep,Derya Bakbak,Adalet ve Kalkınma Partisi,
28,Gaziantep,Mesut Bozatlı,Adalet ve Kalkınma Partisi,
28,Gaziantep,Şehzade Demir,Adalet ve Kalkınma Partisi,Hür Dava Partisi
28,Gaziantep,İrfan Çelikaslan,Adalet ve Kalkınma Partisi,
28,Gaziantep,Bünyamin Bozgeyik,Adalet ve Kalkınma Partisi,
28,Gaziantep,Hasan Öztürkmen,Cumhuriyet Halk Partisi,
28,Gaziantep,Melih Meriç,Cumhuriyet Halk Partisi,
28,Gaziantep,Ertuğrul Kaya,Cumhuriyet Halk Partisi,Yeni Yol
28,Gaziantep,Sermet Atay,Milliyetçi Hareket Partisi,
28,Gaziantep,Mehmet Mustafa Gürban,İYİ Parti,
28,Gaziantep,Sevda Karaca Demir,Halkların Eşitlik ve Demokrasi Partisi,Emek Partisi
28,Giresun,Nazım Elmas,Adalet ve Kalkınma Partisi,
28,Giresun,Ali Temür,Adalet ve Kalkınma Partisi,
28,Giresun,Elvan Işık Gezmiş,Cumhuriyet Halk Partisi,
28,Giresun,Ertuğrul Gazi Konal,Milliyetçi Hareket Partisi,
28,Gümüşhane,Celalettin Köse,Adalet ve Kalkınma Partisi,
28,Gümüşhane,Musa Küçük,Milliyetçi Hareket Partisi,
28,Hakkâri,Vezir Coşkun Parlak,Halkların Eşitlik ve Demokrasi Partisi,
28,Hakkâri,Öznur Bartin,Halkların Eşitlik ve Demokrasi Partisi,
28,Hakkâri,Onur Düşünmez,Halkların Eşitlik ve Demokrasi Partisi,
28,Hatay,Adem Yeşildal,Adalet ve Kalkınma Partisi,
28,Hatay,Abdulkadir Özel,Adalet ve Kalkınma Partisi,
28,Hatay,Hüseyin Yayman,Adalet ve Kalkınma Partisi,
28,Hatay,Kemal Karahan,Adalet ve Kalkınma Partisi,
28,Hatay,Mehmet Güzelmansur,Cumhuriyet Halk Partisi,
28,Hatay,Nermin Yıldırım Kara,Cumhuriyet Halk Partisi,
28,Hatay,Servet Mullaoğlu,Cumhuriyet Halk Partisi,
28,Hatay,Necmettin Çalışkan,Cumhuriyet Halk Partisi,Yeni Yol
28,Hatay,Lütfi Kaşıkçı,Milliyetçi Hareket Partisi,
28,Hatay,Adnan Şefik Çirkin,İYİ Parti,
28,Hatay,Şerafettin Can Atalay,Türkiye İşçi Partisi,Milletvekilliğinin düşmesi
28,Iğdır,Cantürk Alagöz,Adalet ve Kalkınma Partisi,
28,Iğdır,Yılmaz Hun,Halkların Eşitlik ve Demokrasi Partisi,
28,Isparta,Mehmet Uğur Gökgöz,Adalet ve Kalkınma Partisi,
28,Isparta,Osman Zabun,Adalet ve Kalkınma Partisi,
28,Isparta,Hikmet Yalım Halıcı,Cumhuriyet Halk Partisi,
28,Isparta,Hasan Basri Sönmez,Milliyetçi Hareket Partisi,Bağımsız
28,İstanbul (I),Murat Kurum,Adalet ve Kalkınma Partisi,Milletvekilliğinden istifa
28,İstanbul (I),Erkan Kandemir,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Hasan Turan,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Müşerref Pervin Tuba Durgut,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Hulusi Şentürk,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Mustafa Hulki Cevizoğlu,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Tuğba Işık Ercan,Adalet ve Kalkınma Partisi,
28,İstanbul (I),İsmail Erdem,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Yahya Çelik,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Behiye Eker,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Serkan Bayram,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Ümmügülşen Öztürk,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Azmi Ekinci,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Nurettin Alan,Adalet ve Kalkınma Partisi,
28,İstanbul (I),Oğuz Kaan Salıcı,Cumhuriyet Halk Partisi,
28,İstanbul (I),Gamze Akkuş İlgezdi,Cumhuriyet Halk Partisi,
28,İstanbul (I),Fethi Açıkel,Cumhuriyet Halk Partisi,
28,İstanbul (I),Gökhan Günaydın,Cumhuriyet Halk Partisi,
28,İstanbul (I),Birol Aydın,Cumhuriyet Halk Partisi,Yeni Yol
28,İstanbul (I),Ahmet Ersagun Yücel,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,İstanbul (I),Elif Esen,Cumhuriyet Halk Partisi,Yeni Yol
28,İstanbul (I),Hasan Karal,Cumhuriyet Halk Partisi,
28,İstanbul (I),Cemal Enginyurt,Cumhuriyet Halk Partisi,
28,İstanbul (I),Selim Temurci,Cumhuriyet Halk Partisi,Bağımsız
28,İstanbul (I),Ali Gökçek,Cumhuriyet Halk Partisi,
28,İstanbul (I),Suat Özçağdaş,Cumhuriyet Halk Partisi,
28,İstanbul (I),Nimet Özdemir,İYİ Parti,Cumhuriyet Halk Partisi
28,İstanbul (I),Burak Akburak,İYİ Parti,
28,İstanbul (I),Mustafa Cihan Paçacı,İYİ Parti,
28,İstanbul (I),Edip Semih Yalçın,Milliyetçi Hareket Partisi,
28,İstanbul (I),İzzet Ulvi Yönter,Milliyetçi Hareket Partisi,
28,İstanbul (I),Sırrı Süreyya Önder,Halkların Eşitlik ve Demokrasi Partisi,Ölüm
28,İstanbul (I),Keziban Konukcu Kok,Halkların Eşitlik ve Demokrasi Partisi,
28,İstanbul (I),Saliha Sera Kadıgil,Türkiye İşçi Partisi,
28,İstanbul (I),Suat Pamukçu,Yeniden Refah Partisi,Adalet ve Kalkınma Partisi
28,İstanbul (II),Süleyman Soylu,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Halit Yerebakan,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Rabia İlhan,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Önder Aksakal,Adalet ve Kalkınma Partisi,Demokratik Sol Parti
28,İstanbul (II),Mustafa Demir,Adalet ve Kalkınma Partisi,
28,İstanbul (II),İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Zafer Sırakaya,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Büşra Paker,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Sevan Sıvacıoğlu,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Derya Ayaydın,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Adem Yıldırım,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Sena Nur Çelik,Adalet ve Kalkınma Partisi,
28,İstanbul (II),Namık Tan,Cumhuriyet Halk Partisi,
28,İstanbul (II),Yunus Emre,Cumhuriyet Halk Partisi,
28,İstanbul (II),Gökan Zeybek,Cumhuriyet Halk Partisi,
28,İstanbul (II),Kadri Enis Berberoğlu,Cumhuriyet Halk Partisi,
28,İstanbul (II),Yüksel Mansur Kılınç,Cumhuriyet Halk Partisi,
28,İstanbul (II),Mustafa Kaya,Cumhuriyet Halk Partisi,Yeni Yol
28,İstanbul (II),İsa Mesih Şahin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,İstanbul (II),Evrim Rızvanoğlu,Cumhuriyet Halk Partisi,
28,İstanbul (II),Mehmet Satuk Buğra Kavuncu,İYİ Parti,
28,İstanbul (II),Mehmet Salim Ensarioğlu,İYİ Parti,Adalet ve Kalkınma Partisi
28,İstanbul (II),Cengiz Çiçek,Halkların Eşitlik ve Demokrasi Partisi,
28,İstanbul (II),Özgül Saki,Halkların Eşitlik ve Demokrasi Partisi,
28,İstanbul (II),Celal Adan,Milliyetçi Hareket Partisi,
28,İstanbul (II),Ahmet Şık,Türkiye İşçi Partisi,
28,İstanbul (II),Muhammed Ali Fatih Erbakan,Yeniden Refah Partisi,
28,İstanbul (III),Numan Kurtulmuş,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Özlem Zengin,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Cüneyt Yüksel,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Zekeriya Yapıcıoğlu,Adalet ve Kalkınma Partisi,Hür Dava Partisi
28,İstanbul (III),Halis Dalkılıç,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Rümeysa Kadak,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Oğuz Üçüncü,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Bayram Şenocak,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Şamil Ayrım,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Seda Gören Bölük,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Nilhan Ayan,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Yıldız Konal Süslü,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Şengül Karslı,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Yücel Arzen Hacıoğulları,Adalet ve Kalkınma Partisi,
28,İstanbul (III),Engin Altay,Cumhuriyet Halk Partisi,
28,İstanbul (III),Erdoğan Toprak,Cumhuriyet Halk Partisi,
28,İstanbul (III),Türkan Elçi,Cumhuriyet Halk Partisi,
28,İstanbul (III),İlhan Kesici,Cumhuriyet Halk Partisi,
28,İstanbul (III),Zeynel Emre,Cumhuriyet Halk Partisi,
28,İstanbul (III),Mustafa Yeneroğlu,Cumhuriyet Halk Partisi,Bağımsız
28,İstanbul (III),Medeni Yılmaz,Cumhuriyet Halk Partisi,Yeni Yol
28,İstanbul (III),Bülent Kaya,Cumhuriyet Halk Partisi,Yeni Yol
28,İstanbul (III),Doğan Demir,Cumhuriyet Halk Partisi,
28,İstanbul (III),Özgür Karabat,Cumhuriyet Halk Partisi,
28,İstanbul (III),Turan Taşkın Özer,Cumhuriyet Halk Partisi,
28,İstanbul (III),Çiğdem Kılıçgün Uçar,Halkların Eşitlik ve Demokrasi Partisi,Demokratik Bölgeler Partisi
28,İstanbul (III),İskender Bayhan,Halkların Eşitlik ve Demokrasi Partisi,Emek Partisi
28,İstanbul (III),Çiçek Otlu,Halkların Eşitlik ve Demokrasi Partisi,
28,İstanbul (III),Celal Fırat,Halkların Eşitlik ve Demokrasi Partisi,
28,İstanbul (III),Ersin Beyaz,İYİ Parti,
28,İstanbul (III),Seyithan İzsiz,İYİ Parti,Adalet ve Kalkınma Partisi
28,İstanbul (III),Ayşe Sibel Yanıkömeroğlu,İYİ Parti,Cumhuriyet Halk Partisi
28,İstanbul (III),Feti Yıldız,Milliyetçi Hareket Partisi,
28,İstanbul (III),İsmail Faruk Aksu,Milliyetçi Hareket Partisi,
28,İstanbul (III),Erkan Baş,Türkiye İşçi Partisi,
28,İstanbul (III),Doğan Bekin,Yeniden Refah Partisi,
28,İzmir (I),Yüksel Taşkın,Cumhuriyet Halk Partisi,
28,İzmir (I),Ahmet Tuncay Özkan,Cumhuriyet Halk Partisi,
28,İzmir (I),Sevda Erdan Kılıç,Cumhuriyet Halk Partisi,
28,İzmir (I),Murat Bakan,Cumhuriyet Halk Partisi,
28,İzmir (I),Ednan Arslan,Cumhuriyet Halk Partisi,
28,İzmir (I),Seda Kaya Ösen,Cumhuriyet Halk Partisi,
28,İzmir (I),Haydar Altıntaş,Cumhuriyet Halk Partisi,Demokrat Parti
28,İzmir (I),Mehmet Kasapoğlu,Adalet ve Kalkınma Partisi,
28,İzmir (I),Mahmut Atilla Kaya,Adalet ve Kalkınma Partisi,
28,İzmir (I),Şebnem Bursalı,Adalet ve Kalkınma Partisi,
28,İzmir (I),Mehmet Ali Çelebi,Adalet ve Kalkınma Partisi,
28,İzmir (I),Müsavat Dervişoğlu,İYİ Parti,
28,İzmir (I),Ümit Özlale,İYİ Parti,Cumhuriyet Halk Partisi
28,İzmir (I),Burcugül Çubuk,Halkların Eşitlik ve Demokrasi Partisi,
28,İzmir (II),Gökçe Gökçen,Cumhuriyet Halk Partisi,
28,İzmir (II),Rıfat Turuntay Nalbantoğlu,Cumhuriyet Halk Partisi,
28,İzmir (II),Rahmi Aşkın Türeli,Cumhuriyet Halk Partisi,
28,İzmir (II),Mahir Polat,Cumhuriyet Halk Partisi,
28,İzmir (II),Salih Uzun,Cumhuriyet Halk Partisi,
28,İzmir (II),Deniz Yücel,Cumhuriyet Halk Partisi,
28,İzmir (II),Mustafa Bilici,Cumhuriyet Halk Partisi,Yeni Yol
28,İzmir (II),Eyyüp Kadir İnan,Adalet ve Kalkınma Partisi,
28,İzmir (II),Fehmi Alpay Özalan,Adalet ve Kalkınma Partisi,
28,İzmir (II),Ceyda Bölünmez Çankırı,Adalet ve Kalkınma Partisi,
28,İzmir (II),Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,
28,İzmir (II),Tamer Osmanağaoğlu,Milliyetçi Hareket Partisi,
28,İzmir (II),Hüsmen Kırkpınar,İYİ Parti,
28,İzmir (II),İbrahim Akın,Halkların Eşitlik ve Demokrasi Partisi,
28,Kahramanmaraş,Vahit Kirişçi,Adalet ve Kalkınma Partisi,
28,Kahramanmaraş,Ömer Oruç Bilal Debgici,Adalet ve Kalkınma Partisi,
28,Kahramanmaraş,Mevlüt Kurt,Adalet ve Kalkınma Partisi,
28,Kahramanmaraş,Tuba Köksal,Adalet ve Kalkınma Partisi,
28,Kahramanmaraş,Mehmet Şahin,Adalet ve Kalkınma Partisi,
28,Kahramanmaraş,Ali Öztunç,Cumhuriyet Halk Partisi,
28,Kahramanmaraş,İrfan Karatutlu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,Kahramanmaraş,Zuhal Karakoç Dora,Milliyetçi Hareket Partisi,
28,Karabük,Cem Şahin,Adalet ve Kalkınma Partisi,
28,Karabük,Durmuş Ali Keskinkılıç,Adalet ve Kalkınma Partisi,
28,Karabük,Cevdet Akay,Cumhuriyet Halk Partisi,
28,Karaman,Selman Oğuzhan Eser,Adalet ve Kalkınma Partisi,
28,Karaman,Osman Sağlam,Adalet ve Kalkınma Partisi,
28,Karaman,İsmail Atakan Ünver,Cumhuriyet Halk Partisi,
28,Kars,Adem Çalkın,Adalet ve Kalkınma Partisi,
28,Kars,İnan Akgün Alp,Cumhuriyet Halk Partisi,
28,Kars,Gülüstan Kılıç Koçyiğit,Halkların Eşitlik ve Demokrasi Partisi,
28,Kastamonu,Halil Uluay,Adalet ve Kalkınma Partisi,
28,Kastamonu,Fatma Serap Ekmekci,Adalet ve Kalkınma Partisi,
28,Kastamonu,Hasan Baltacı,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
28,Kayseri,Hulusi Akar,Adalet ve Kalkınma Partisi,
28,Kayseri,Ayşe Böhürler,Adalet ve Kalkınma Partisi,
28,Kayseri,Şaban Çopuroğlu,Adalet ve Kalkınma Partisi,
28,Kayseri,Murat Cahid Cıngı,Adalet ve Kalkınma Partisi,
28,Kayseri,Sayın Bayar Özsoy,Adalet ve Kalkınma Partisi,
28,Kayseri,Aşkın Genç,Cumhuriyet Halk Partisi,
28,Kayseri,Mahmut Arıkan,Cumhuriyet Halk Partisi,Saadet Partisi
28,Kayseri,İsmail Özdemir,Milliyetçi Hareket Partisi,
28,Kayseri,Mustafa Baki Ersoy,Milliyetçi Hareket Partisi,
28,Kayseri,Dursun Ataş,İYİ Parti,Adalet ve Kalkınma Partisi
28,Kırıkkale,Mustafa Kaplan,Adalet ve Kalkınma Partisi,
28,Kırıkkale,Ahmet Önal,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
28,Kırıkkale,Halil Öztürk,Milliyetçi Hareket Partisi,
28,Kırklareli,Vecdi Gündoğdu,Cumhuriyet Halk Partisi,
28,Kırklareli,Fahri Özkan,Cumhuriyet Halk Partisi,
28,Kırklareli,Ahmet Gökhan Sarıçam,Adalet ve Kalkınma Partisi,
28,Kırşehir,Necmettin Erkan,Adalet ve Kalkınma Partisi,
28,Kırşehir,Metin İlhan,Cumhuriyet Halk Partisi,
28,Kilis,Ahmet Salih Dal,Adalet ve Kalkınma Partisi,
28,Kilis,Mustafa Demir,Milliyetçi Hareket Partisi,Bağımsız
28,Kocaeli,Sadettin Hülagü,Adalet ve Kalkınma Partisi,
28,Kocaeli,Radiye Sezer Katırcıoğlu,Adalet ve Kalkınma Partisi,
28,Kocaeli,Veysal Tipioğlu,Adalet ve Kalkınma Partisi,
28,Kocaeli,Mehmet Akif Yılmaz,Adalet ve Kalkınma Partisi,
28,Kocaeli,Cemil Yaman,Adalet ve Kalkınma Partisi,
28,Kocaeli,Sami Çakır,Adalet ve Kalkınma Partisi,
28,Kocaeli,Mühip Kanko,Cumhuriyet Halk Partisi,
28,Kocaeli,Harun Özgür Yıldızlı,Cumhuriyet Halk Partisi,
28,Kocaeli,Hasan Bitmez,Cumhuriyet Halk Partisi,Ölüm
28,Kocaeli,Nail Çiler,Cumhuriyet Halk Partisi,
28,Kocaeli,Saffet Sancaklı,Milliyetçi Hareket Partisi,
28,Kocaeli,Lütfü Türkkan,İYİ Parti,
28,Kocaeli,Ömer Faruk Gergerlioğlu,Halkların Eşitlik ve Demokrasi Partisi,
28,Kocaeli,Mehmet Aşıla,Yeniden Refah Partisi,
28,Konya,Tahir Akyürek,Adalet ve Kalkınma Partisi,
28,Konya,Orhan Erdem,Adalet ve Kalkınma Partisi,
28,Konya,Selman Özboyacı,Adalet ve Kalkınma Partisi,
28,Konya,Meryem Göka,Adalet ve Kalkınma Partisi,
28,Konya,Abdullah Ağralı,Adalet ve Kalkınma Partisi,
28,Konya,Mehmet Baykan,Adalet ve Kalkınma Partisi,
28,Konya,Ziya Altunyıldız,Adalet ve Kalkınma Partisi,
28,Konya,Latif Selvi,Adalet ve Kalkınma Partisi,
28,Konya,Mustafa Hakan Özer,Adalet ve Kalkınma Partisi,
28,Konya,Barış Bektaş,Cumhuriyet Halk Partisi,
28,Konya,Hasan Ekici,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
28,Konya,Mustafa Kalaycı,Milliyetçi Hareket Partisi,
28,Konya,Konur Alp Koçak,Milliyetçi Hareket Partisi,
28,Konya,Ünal Karaman,İYİ Parti,Adalet ve Kalkınma Partisi
28,Konya,Ali Yüksel,Yeniden Refah Partisi,
28,Kütahya,Adil Biçer,Adalet ve Kalkınma Partisi,
28,Kütahya,İsmail Çağlar Bayırcı,Adalet ve Kalkınma Partisi,
28,Kütahya,Mehmet Demir,Adalet ve Kalkınma Partisi,
28,Kütahya,Ali Fazıl Kasap,Cumhuriyet Halk Partisi,
28,Kütahya,Ahmet Erbaş,Milliyetçi Hareket Partisi,
